,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek
09/02/2011 17:45:40,7.19,,,1,69.7,,,1,-59.4,,,1,7.11,,,1,51,,,1,-59.4,,,1,13.99,,,1
09/02/2011 18:00:40,7.26,,,1,70.3,,,1,-59.2,,,1,7.1,,,1,52,,,1,-59.2,,,1,13.91,,,1
09/02/2011 18:15:40,7.29,,,1,70.5,,,1,-59.2,,,1,7.1,,,1,52,,,1,-59.2,,,1,13.86,,,1
09/02/2011 18:30:40,7.25,,,1,70.1,,,1,-60.1,,,1,7.12,,,1,52,,,1,-60.1,,,1,13.82,,,1
09/02/2011 18:45:40,7.24,,,1,69.8,,,1,-59.6,,,1,7.11,,,1,52,,,1,-59.6,,,1,13.72,,,1
09/02/2011 19:00:40,7.24,,,1,69.6,,,1,-59.4,,,1,7.11,,,1,52,,,1,-59.4,,,1,13.6,,,1
09/02/2011 19:15:40,7.22,,,1,69.2,,,1,-58.7,,,1,7.09,,,1,52,,,1,-58.7,,,1,13.45,,,1
09/02/2011 19:30:40,7.24,,,1,69.2,,,1,-58.2,,,1,7.08,,,1,52,,,1,-58.2,,,1,13.27,,,1
09/02/2011 19:45:40,7.27,,,1,69.1,,,1,-57.1,,,1,7.06,,,1,52,,,1,-57.1,,,1,13.08,,,1
09/02/2011 20:00:40,7.3,,,1,69.1,,,1,-56.9,,,1,7.06,,,1,52,,,1,-56.9,,,1,12.87,,,1
09/02/2011 20:15:40,7.35,,,1,69.3,,,1,-57.6,,,1,7.07,,,1,52,,,1,-57.6,,,1,12.68,,,1
09/02/2011 20:30:40,7.4,,,1,69.4,,,1,-57.6,,,1,7.07,,,1,53,,,1,-57.6,,,1,12.48,,,1
09/02/2011 20:45:40,7.44,,,1,69.5,,,1,-57.4,,,1,7.07,,,1,53,,,1,-57.4,,,1,12.3,,,1
09/02/2011 21:00:40,7.48,,,1,69.6,,,1,-57.5,,,1,7.07,,,1,53,,,1,-57.5,,,1,12.14,,,1
09/02/2011 21:15:40,7.51,,,1,69.7,,,1,-57.5,,,1,7.07,,,1,53,,,1,-57.5,,,1,11.99,,,1
09/02/2011 21:30:40,7.54,,,1,69.8,,,1,-57.3,,,1,7.07,,,1,53,,,1,-57.3,,,1,11.85,,,1
09/02/2011 21:45:40,7.57,,,1,69.8,,,1,-57.9,,,1,7.08,,,1,53,,,1,-57.9,,,1,11.71,,,1
09/02/2011 22:00:40,7.6,,,1,69.9,,,1,-57.9,,,1,7.08,,,1,53,,,1,-57.9,,,1,11.6,,,1
09/02/2011 22:15:40,7.62,,,1,69.9,,,1,-57.3,,,1,7.07,,,1,53,,,1,-57.3,,,1,11.5,,,1
09/02/2011 22:30:40,7.64,,,1,70,,,1,-57.8,,,1,7.08,,,1,53,,,1,-57.8,,,1,11.4,,,1
09/02/2011 22:45:40,7.67,,,1,70,,,1,-58.2,,,1,7.09,,,1,53,,,1,-58.2,,,1,11.31,,,1
09/02/2011 23:00:40,7.69,,,1,70.1,,,1,-58,,,1,7.08,,,1,54,,,1,-58,,,1,11.22,,,1
09/02/2011 23:15:40,7.71,,,1,70.1,,,1,-58.3,,,1,7.09,,,1,54,,,1,-58.3,,,1,11.11,,,1
09/02/2011 23:30:40,7.74,,,1,70.2,,,1,-57.6,,,1,7.07,,,1,54,,,1,-57.6,,,1,11,,,1
09/02/2011 23:45:40,7.76,,,1,70.2,,,1,-58.3,,,1,7.09,,,1,53,,,1,-58.3,,,1,10.91,,,1
09/03/2011 00:00:40,7.78,,,1,70.3,,,1,-58.3,,,1,7.09,,,1,53,,,1,-58.3,,,1,10.81,,,1
09/03/2011 00:15:40,7.81,,,1,70.3,,,1,-57.8,,,1,7.08,,,1,53,,,1,-57.8,,,1,10.71,,,1
09/03/2011 00:30:40,7.82,,,1,70.3,,,1,-57.9,,,1,7.08,,,1,53,,,1,-57.9,,,1,10.61,,,1
09/03/2011 00:45:40,7.84,,,1,70.3,,,1,-57.3,,,1,7.07,,,1,53,,,1,-57.3,,,1,10.52,,,1
09/03/2011 01:00:40,7.87,,,1,70.4,,,1,-57.5,,,1,7.07,,,1,53,,,1,-57.5,,,1,10.43,,,1
09/03/2011 01:15:40,7.89,,,1,70.4,,,1,-57.7,,,1,7.08,,,1,53,,,1,-57.7,,,1,10.35,,,1
09/03/2011 01:30:40,7.9,,,1,70.5,,,1,-57.8,,,1,7.08,,,1,53,,,1,-57.8,,,1,10.26,,,1
09/03/2011 01:45:40,7.92,,,1,70.5,,,1,-58,,,1,7.08,,,1,53,,,1,-58,,,1,10.18,,,1
09/03/2011 02:00:40,7.94,,,1,70.5,,,1,-58.2,,,1,7.09,,,1,53,,,1,-58.2,,,1,10.09,,,1
09/03/2011 02:15:40,7.96,,,1,70.5,,,1,-58,,,1,7.08,,,1,52,,,1,-58,,,1,10.02,,,1
09/03/2011 02:30:40,7.98,,,1,70.6,,,1,-57.5,,,1,7.07,,,1,52,,,1,-57.5,,,1,9.95,,,1
09/03/2011 02:45:40,7.99,,,1,70.6,,,1,-57.4,,,1,7.07,,,1,52,,,1,-57.4,,,1,9.88,,,1
09/03/2011 03:00:40,8,,,1,70.6,,,1,-57.3,,,1,7.07,,,1,52,,,1,-57.3,,,1,9.82,,,1
09/03/2011 03:15:40,8.02,,,1,70.6,,,1,-57.2,,,1,7.07,,,1,52,,,1,-57.2,,,1,9.76,,,1
09/03/2011 03:30:40,8.03,,,1,70.7,,,1,-57.5,,,1,7.07,,,1,52,,,1,-57.5,,,1,9.71,,,1
09/03/2011 03:45:40,8.05,,,1,70.7,,,1,-57.6,,,1,7.07,,,1,52,,,1,-57.6,,,1,9.64,,,1
09/03/2011 04:00:40,8.06,,,1,70.7,,,1,-57.3,,,1,7.07,,,1,52,,,1,-57.3,,,1,9.58,,,1
09/03/2011 04:15:40,8.08,,,1,70.7,,,1,-56.9,,,1,7.06,,,1,52,,,1,-56.9,,,1,9.5,,,1
09/03/2011 04:30:40,8.09,,,1,70.8,,,1,-57.4,,,1,7.07,,,1,51,,,1,-57.4,,,1,9.44,,,1
09/03/2011 04:45:40,8.11,,,1,70.8,,,1,-56.9,,,1,7.06,,,1,51,,,1,-56.9,,,1,9.37,,,1
09/03/2011 05:00:40,8.11,,,1,70.7,,,1,-57,,,1,7.06,,,1,51,,,1,-57,,,1,9.3,,,1
09/03/2011 05:15:40,8.13,,,1,70.7,,,1,-57.1,,,1,7.06,,,1,51,,,1,-57.1,,,1,9.23,,,1
09/03/2011 05:30:40,8.15,,,1,70.8,,,1,-56.8,,,1,7.06,,,1,51,,,1,-56.8,,,1,9.17,,,1
09/03/2011 05:45:40,8.17,,,1,70.9,,,1,-56.8,,,1,7.06,,,1,51,,,1,-56.8,,,1,9.11,,,1
09/03/2011 06:00:40,8.19,,,1,70.9,,,1,-56.5,,,1,7.05,,,1,51,,,1,-56.5,,,1,9.05,,,1
09/03/2011 06:15:40,8.2,,,1,70.9,,,1,-56,,,1,7.04,,,1,51,,,1,-56,,,1,9,,,1
09/03/2011 06:30:40,8.22,,,1,71,,,1,-56.9,,,1,7.06,,,1,51,,,1,-56.9,,,1,8.94,,,1
09/03/2011 06:45:40,8.24,,,1,71.1,,,1,-56.9,,,1,7.06,,,1,51,,,1,-56.9,,,1,8.88,,,1
09/03/2011 07:00:40,8.27,,,1,71.3,,,1,-57.3,,,1,7.07,,,1,51,,,1,-57.3,,,1,8.84,,,1
09/03/2011 07:15:40,8.3,,,1,71.5,,,1,-57.7,,,1,7.08,,,1,51,,,1,-57.7,,,1,8.83,,,1
09/03/2011 07:30:40,8.33,,,1,71.7,,,1,-58.6,,,1,7.09,,,1,51,,,1,-58.6,,,1,8.83,,,1
09/03/2011 07:45:40,8.37,,,1,72.2,,,1,-58.5,,,1,7.09,,,1,51,,,1,-58.5,,,1,8.87,,,1
09/03/2011 08:00:40,8.37,,,1,72.3,,,1,-58.9,,,1,7.1,,,1,51,,,1,-58.9,,,1,8.95,,,1
09/03/2011 08:15:40,8.34,,,1,72.2,,,1,-58.6,,,1,7.09,,,1,51,,,1,-58.6,,,1,9.02,,,1
09/03/2011 08:30:40,8.37,,,1,72.6,,,1,-59.1,,,1,7.1,,,1,51,,,1,-59.1,,,1,9.11,,,1
09/03/2011 08:45:40,8.35,,,1,72.7,,,1,-59.8,,,1,7.12,,,1,51,,,1,-59.8,,,1,9.23,,,1
09/03/2011 09:00:40,8.33,,,1,72.7,,,1,-60.1,,,1,7.12,,,1,51,,,1,-60.1,,,1,9.35,,,1
09/03/2011 09:15:40,8.33,,,1,72.9,,,1,-60.6,,,1,7.13,,,1,51,,,1,-60.6,,,1,9.48,,,1
09/03/2011 09:30:40,8.34,,,1,73.2,,,1,-60.8,,,1,7.13,,,1,51,,,1,-60.8,,,1,9.62,,,1
09/03/2011 09:45:40,8.35,,,1,73.8,,,1,-62.3,,,1,7.16,,,1,51,,,1,-62.3,,,1,9.9,,,1
09/03/2011 10:00:40,8.32,,,1,74.2,,,1,-63.3,,,1,7.18,,,1,51,,,1,-63.3,,,1,10.29,,,1
09/03/2011 10:15:40,8.22,,,1,74.3,,,1,-63.6,,,1,7.19,,,1,51,,,1,-63.6,,,1,10.85,,,1
09/03/2011 10:30:40,8.05,,,1,73.9,,,1,-64.3,,,1,7.2,,,1,51,,,1,-64.3,,,1,11.5,,,1
09/03/2011 10:45:40,7.9,,,1,73.8,,,1,-65.2,,,1,7.22,,,1,51,,,1,-65.2,,,1,12.32,,,1
09/03/2011 11:00:40,7.71,,,1,73.7,,,1,-65.4,,,1,7.22,,,1,51,,,1,-65.4,,,1,13.27,,,1
09/03/2011 11:15:40,7.52,,,1,73.1,,,1,-66.2,,,1,7.23,,,1,51,,,1,-66.2,,,1,14.09,,,1
09/03/2011 11:30:40,7.35,,,1,72,,,1,-64.8,,,1,7.21,,,1,52,,,1,-64.8,,,1,14.43,,,1
09/03/2011 11:45:40,7.38,,,1,72.5,,,1,-65.1,,,1,7.21,,,1,52,,,1,-65.1,,,1,14.51,,,1
09/03/2011 12:00:40,7.4,,,1,72.6,,,1,-64,,,1,7.19,,,1,52,,,1,-64,,,1,14.55,,,1
09/03/2011 12:15:40,7.33,,,1,72,,,1,-64.1,,,1,7.19,,,1,52,,,1,-64.1,,,1,14.55,,,1
09/03/2011 12:30:40,7.25,,,1,71,,,1,-62.9,,,1,7.17,,,1,52,,,1,-62.9,,,1,14.41,,,1
09/03/2011 12:45:40,7.25,,,1,70.6,,,1,-62.2,,,1,7.16,,,1,52,,,1,-62.2,,,1,14.19,,,1
09/03/2011 13:00:40,7.21,,,1,69.9,,,1,-60.3,,,1,7.12,,,1,52,,,1,-60.3,,,1,13.96,,,1
09/03/2011 13:15:40,7.28,,,1,70.3,,,1,-58.9,,,1,7.1,,,1,52,,,1,-58.9,,,1,13.72,,,1
09/03/2011 13:30:40,7.29,,,1,69.9,,,1,-59.1,,,1,7.1,,,1,52,,,1,-59.1,,,1,13.52,,,1
09/03/2011 13:45:40,7.3,,,1,69.7,,,1,-59,,,1,7.1,,,1,53,,,1,-59,,,1,13.28,,,1
09/03/2011 14:00:40,7.27,,,1,68.9,,,1,-57.1,,,1,7.06,,,1,53,,,1,-57.1,,,1,12.95,,,1
09/03/2011 14:15:40,7.42,,,1,69.9,,,1,-56.4,,,1,7.05,,,1,53,,,1,-56.4,,,1,12.65,,,1
09/03/2011 14:30:40,7.13,,,1,66.8,,,1,-58.9,,,1,7.1,,,1,53,,,1,-58.9,,,1,12.45,,,1
09/03/2011 14:45:40,7.56,,,1,70.8,,,1,-61.8,,,1,7.15,,,1,53,,,1,-61.8,,,1,12.39,,,1
09/03/2011 15:00:40,7.54,,,1,70.8,,,1,-65.7,,,1,7.23,,,1,52,,,1,-65.7,,,1,12.55,,,1
09/03/2011 15:15:40,7.23,,,1,68.3,,,1,-66,,,1,7.23,,,1,52,,,1,-66,,,1,12.84,,,1
09/03/2011 15:30:40,7.42,,,1,70.2,,,1,-63,,,1,7.17,,,1,52,,,1,-63,,,1,12.86,,,1
09/03/2011 15:45:40,7.46,,,1,70.5,,,1,-61.3,,,1,7.14,,,1,53,,,1,-61.3,,,1,12.82,,,1
09/03/2011 16:00:40,7.47,,,1,70.6,,,1,-59.6,,,1,7.11,,,1,53,,,1,-59.6,,,1,12.79,,,1
09/03/2011 16:15:40,7.55,,,1,71.2,,,1,-59.1,,,1,7.1,,,1,53,,,1,-59.1,,,1,12.74,,,1
09/03/2011 16:30:40,7.59,,,1,71.6,,,1,-58,,,1,7.08,,,1,53,,,1,-58,,,1,12.74,,,1
09/03/2011 16:45:40,7.59,,,1,71.6,,,1,-57.9,,,1,7.08,,,1,53,,,1,-57.9,,,1,12.77,,,1
09/03/2011 17:00:40,7.55,,,1,71.3,,,1,-57.4,,,1,7.07,,,1,53,,,1,-57.4,,,1,12.77,,,1
09/03/2011 17:15:40,7.53,,,1,71.1,,,1,-58,,,1,7.08,,,1,53,,,1,-58,,,1,12.77,,,1
09/03/2011 17:30:40,7.51,,,1,70.8,,,1,-57.8,,,1,7.08,,,1,53,,,1,-57.8,,,1,12.75,,,1
09/03/2011 17:45:40,7.49,,,1,70.6,,,1,-56.5,,,1,7.05,,,1,53,,,1,-56.5,,,1,12.71,,,1
09/03/2011 18:00:40,7.54,,,1,71,,,1,-56.3,,,1,7.05,,,1,54,,,1,-56.3,,,1,12.67,,,1
09/03/2011 18:15:40,7.5,,,1,70.6,,,1,-57.6,,,1,7.07,,,1,54,,,1,-57.6,,,1,12.63,,,1
09/03/2011 18:30:40,7.49,,,1,70.4,,,1,-58.7,,,1,7.09,,,1,54,,,1,-58.7,,,1,12.56,,,1
09/03/2011 18:45:40,7.48,,,1,70.2,,,1,-58.3,,,1,7.09,,,1,54,,,1,-58.3,,,1,12.47,,,1
09/03/2011 19:00:40,7.47,,,1,70,,,1,-57.7,,,1,7.08,,,1,54,,,1,-57.7,,,1,12.37,,,1
09/03/2011 19:15:40,7.47,,,1,69.7,,,1,-57.7,,,1,7.07,,,1,55,,,1,-57.7,,,1,12.27,,,1
09/03/2011 19:30:40,7.47,,,1,69.6,,,1,-57.2,,,1,7.06,,,1,55,,,1,-57.2,,,1,12.16,,,1
09/03/2011 19:45:40,7.49,,,1,69.6,,,1,-57.7,,,1,7.08,,,1,55,,,1,-57.7,,,1,12.06,,,1
09/03/2011 20:00:40,7.52,,,1,69.6,,,1,-57.9,,,1,7.08,,,1,55,,,1,-57.9,,,1,11.94,,,1
09/03/2011 20:15:40,7.54,,,1,69.7,,,1,-58.1,,,1,7.08,,,1,55,,,1,-58.1,,,1,11.82,,,1
09/03/2011 20:30:40,7.56,,,1,69.7,,,1,-58.1,,,1,7.08,,,1,55,,,1,-58.1,,,1,11.73,,,1
09/03/2011 20:45:40,7.59,,,1,69.9,,,1,-59.1,,,1,7.1,,,1,55,,,1,-59.1,,,1,11.65,,,1
09/03/2011 21:00:40,7.62,,,1,70,,,1,-59.6,,,1,7.11,,,1,55,,,1,-59.6,,,1,11.59,,,1
09/03/2011 21:15:40,7.64,,,1,70.1,,,1,-59.6,,,1,7.11,,,1,55,,,1,-59.6,,,1,11.52,,,1
09/03/2011 21:30:40,7.66,,,1,70.2,,,1,-59.4,,,1,7.11,,,1,55,,,1,-59.4,,,1,11.45,,,1
09/03/2011 21:45:40,7.67,,,1,70.2,,,1,-59.5,,,1,7.11,,,1,55,,,1,-59.5,,,1,11.39,,,1
09/03/2011 22:00:40,7.69,,,1,70.3,,,1,-59,,,1,7.1,,,1,55,,,1,-59,,,1,11.32,,,1
09/03/2011 22:15:40,7.71,,,1,70.3,,,1,-59.4,,,1,7.11,,,1,56,,,1,-59.4,,,1,11.26,,,1
09/03/2011 22:30:40,7.72,,,1,70.3,,,1,-58.8,,,1,7.1,,,1,56,,,1,-58.8,,,1,11.2,,,1
09/03/2011 22:45:40,7.73,,,1,70.3,,,1,-58.5,,,1,7.09,,,1,56,,,1,-58.5,,,1,11.14,,,1
09/03/2011 23:00:40,7.74,,,1,70.3,,,1,-58.7,,,1,7.09,,,1,56,,,1,-58.7,,,1,11.07,,,1
09/03/2011 23:15:40,7.76,,,1,70.4,,,1,-58.9,,,1,7.1,,,1,56,,,1,-58.9,,,1,11.01,,,1
09/03/2011 23:30:40,7.79,,,1,70.5,,,1,-59,,,1,7.1,,,1,56,,,1,-59,,,1,10.95,,,1
09/03/2011 23:45:40,7.8,,,1,70.5,,,1,-59.1,,,1,7.1,,,1,56,,,1,-59.1,,,1,10.89,,,1
09/04/2011 00:00:40,7.81,,,1,70.5,,,1,-58.8,,,1,7.1,,,1,55,,,1,-58.8,,,1,10.82,,,1
09/04/2011 00:15:40,7.83,,,1,70.6,,,1,-59,,,1,7.1,,,1,55,,,1,-59,,,1,10.76,,,1
09/04/2011 00:30:40,7.84,,,1,70.6,,,1,-58.8,,,1,7.1,,,1,55,,,1,-58.8,,,1,10.71,,,1
09/04/2011 00:45:40,7.85,,,1,70.6,,,1,-58.5,,,1,7.09,,,1,55,,,1,-58.5,,,1,10.66,,,1
09/04/2011 01:00:40,7.86,,,1,70.7,,,1,-56.9,,,1,7.06,,,1,55,,,1,-56.9,,,1,10.6,,,1
09/04/2011 01:15:40,7.87,,,1,70.6,,,1,-56.4,,,1,7.05,,,1,54,,,1,-56.4,,,1,10.53,,,1
09/04/2011 01:30:40,7.89,,,1,70.7,,,1,-56.9,,,1,7.06,,,1,54,,,1,-56.9,,,1,10.47,,,1
09/04/2011 01:45:40,7.91,,,1,70.7,,,1,-56.2,,,1,7.05,,,1,54,,,1,-56.2,,,1,10.41,,,1
09/04/2011 02:00:40,7.92,,,1,70.8,,,1,-57,,,1,7.06,,,1,54,,,1,-57,,,1,10.35,,,1
09/04/2011 02:15:40,7.93,,,1,70.8,,,1,-55.7,,,1,7.04,,,1,54,,,1,-55.7,,,1,10.31,,,1
09/04/2011 02:30:40,7.94,,,1,70.8,,,1,-56.3,,,1,7.05,,,1,54,,,1,-56.3,,,1,10.26,,,1
09/04/2011 02:45:40,7.95,,,1,70.8,,,1,-56,,,1,7.04,,,1,54,,,1,-56,,,1,10.23,,,1
09/04/2011 03:00:40,7.96,,,1,70.8,,,1,-57.5,,,1,7.07,,,1,54,,,1,-57.5,,,1,10.2,,,1
09/04/2011 03:15:40,7.97,,,1,70.9,,,1,-58.8,,,1,7.1,,,1,54,,,1,-58.8,,,1,10.17,,,1
09/04/2011 03:30:40,7.97,,,1,70.9,,,1,-59.3,,,1,7.11,,,1,54,,,1,-59.3,,,1,10.14,,,1
09/04/2011 03:45:40,7.97,,,1,70.8,,,1,-59.1,,,1,7.1,,,1,54,,,1,-59.1,,,1,10.11,,,1
09/04/2011 04:00:40,7.99,,,1,70.9,,,1,-58.8,,,1,7.1,,,1,53,,,1,-58.8,,,1,10.07,,,1
09/04/2011 04:15:40,8,,,1,70.9,,,1,-60.9,,,1,7.14,,,1,53,,,1,-60.9,,,1,10.02,,,1
09/04/2011 04:30:40,8.01,,,1,71,,,1,-59.8,,,1,7.11,,,1,53,,,1,-59.8,,,1,9.98,,,1
09/04/2011 04:45:40,8.02,,,1,70.9,,,1,-58.8,,,1,7.1,,,1,53,,,1,-58.8,,,1,9.94,,,1
09/04/2011 05:00:40,8.03,,,1,71,,,1,-60.1,,,1,7.12,,,1,53,,,1,-60.1,,,1,9.92,,,1
09/04/2011 05:15:40,8.03,,,1,71,,,1,-60.7,,,1,7.13,,,1,53,,,1,-60.7,,,1,9.9,,,1
09/04/2011 05:30:40,8.04,,,1,71,,,1,-60.9,,,1,7.14,,,1,53,,,1,-60.9,,,1,9.88,,,1
09/04/2011 05:45:40,8.04,,,1,71,,,1,-60.4,,,1,7.13,,,1,53,,,1,-60.4,,,1,9.85,,,1
09/04/2011 06:00:40,8.05,,,1,71,,,1,-60.2,,,1,7.12,,,1,53,,,1,-60.2,,,1,9.83,,,1
09/04/2011 06:15:40,8.06,,,1,71.1,,,1,-61,,,1,7.14,,,1,52,,,1,-61,,,1,9.8,,,1
09/04/2011 06:30:40,8.06,,,1,71.1,,,1,-59.9,,,1,7.12,,,1,52,,,1,-59.9,,,1,9.79,,,1
09/04/2011 06:45:40,8.08,,,1,71.2,,,1,-59.8,,,1,7.11,,,1,52,,,1,-59.8,,,1,9.77,,,1
09/04/2011 07:00:40,8.08,,,1,71.2,,,1,-59.9,,,1,7.12,,,1,52,,,1,-59.9,,,1,9.75,,,1
09/04/2011 07:15:40,8.11,,,1,71.4,,,1,-61.7,,,1,7.15,,,1,52,,,1,-61.7,,,1,9.73,,,1
09/04/2011 07:30:40,8.14,,,1,71.6,,,1,-61.8,,,1,7.15,,,1,52,,,1,-61.8,,,1,9.71,,,1
09/04/2011 07:45:40,8.16,,,1,71.8,,,1,-63.2,,,1,7.18,,,1,52,,,1,-63.2,,,1,9.71,,,1
09/04/2011 08:00:40,8.19,,,1,72,,,1,-63.6,,,1,7.19,,,1,52,,,1,-63.6,,,1,9.71,,,1
09/04/2011 08:15:40,8.21,,,1,72.3,,,1,-63.6,,,1,7.19,,,1,52,,,1,-63.6,,,1,9.72,,,1
09/04/2011 08:30:40,8.23,,,1,72.4,,,1,-62.9,,,1,7.18,,,1,52,,,1,-62.9,,,1,9.74,,,1
09/04/2011 08:45:40,8.22,,,1,72.4,,,1,-63.2,,,1,7.18,,,1,52,,,1,-63.2,,,1,9.75,,,1
09/04/2011 09:00:40,8.21,,,1,72.3,,,1,-62.6,,,1,7.17,,,1,52,,,1,-62.6,,,1,9.76,,,1
09/04/2011 09:15:40,8.22,,,1,72.4,,,1,-62.8,,,1,7.17,,,1,52,,,1,-62.8,,,1,9.77,,,1
09/04/2011 09:30:40,8.23,,,1,72.5,,,1,-63.5,,,1,7.19,,,1,52,,,1,-63.5,,,1,9.78,,,1
09/04/2011 09:45:40,8.25,,,1,72.8,,,1,-63.5,,,1,7.19,,,1,52,,,1,-63.5,,,1,9.79,,,1
09/04/2011 10:00:40,8.25,,,1,72.8,,,1,-64.3,,,1,7.2,,,1,52,,,1,-64.3,,,1,9.81,,,1
09/04/2011 10:15:40,8.24,,,1,72.7,,,1,-63.8,,,1,7.19,,,1,52,,,1,-63.8,,,1,9.82,,,1
09/04/2011 10:30:40,8.26,,,1,72.9,,,1,-64.6,,,1,7.21,,,1,52,,,1,-64.6,,,1,9.84,,,1
09/04/2011 10:45:40,8.28,,,1,73.1,,,1,-65.1,,,1,7.22,,,1,52,,,1,-65.1,,,1,9.86,,,1
09/04/2011 11:00:40,8.33,,,1,73.7,,,1,-65.4,,,1,7.22,,,1,52,,,1,-65.4,,,1,9.91,,,1
09/04/2011 11:15:40,8.3,,,1,73.5,,,1,-62.3,,,1,7.16,,,1,52,,,1,-62.3,,,1,9.97,,,1
09/04/2011 11:30:40,8.29,,,1,73.5,,,1,-65.2,,,1,7.22,,,1,52,,,1,-65.2,,,1,10.02,,,1
09/04/2011 11:45:40,8.28,,,1,73.6,,,1,-63.3,,,1,7.18,,,1,52,,,1,-63.3,,,1,10.09,,,1
09/04/2011 12:00:40,8.33,,,1,74.1,,,1,-64.9,,,1,7.21,,,1,52,,,1,-64.9,,,1,10.18,,,1
09/04/2011 12:15:40,8.29,,,1,74,,,1,-67.6,,,1,7.26,,,1,52,,,1,-67.6,,,1,10.29,,,1
09/04/2011 12:30:40,8.14,,,1,72.7,,,1,-66.7,,,1,7.25,,,1,51,,,1,-66.7,,,1,10.36,,,1
09/04/2011 12:45:40,8.15,,,1,72.8,,,1,-66.3,,,1,7.24,,,1,51,,,1,-66.3,,,1,10.35,,,1
09/04/2011 13:00:40,8.24,,,1,73.7,,,1,-67.1,,,1,7.25,,,1,51,,,1,-67.1,,,1,10.36,,,1
09/04/2011 13:15:40,8.31,,,1,74.4,,,1,-67.2,,,1,7.26,,,1,51,,,1,-67.2,,,1,10.47,,,1
09/04/2011 13:30:40,8.27,,,1,74.4,,,1,-67.9,,,1,7.27,,,1,50,,,1,-67.9,,,1,10.68,,,1
09/04/2011 13:45:40,8.23,,,1,74.9,,,1,-68.4,,,1,7.28,,,1,50,,,1,-68.4,,,1,11.15,,,1
09/04/2011 14:00:40,8.09,,,1,74.5,,,1,-72.9,,,1,7.36,,,1,50,,,1,-72.9,,,1,11.68,,,1
09/04/2011 14:15:40,7.96,,,1,73.9,,,1,-73.1,,,1,7.37,,,1,49,,,1,-73.1,,,1,12.05,,,1
09/04/2011 14:30:40,7.82,,,1,73.2,,,1,-71.1,,,1,7.33,,,1,49,,,1,-71.1,,,1,12.39,,,1
09/04/2011 14:45:40,7.77,,,1,73.1,,,1,-73.1,,,1,7.37,,,1,49,,,1,-73.1,,,1,12.59,,,1
09/04/2011 15:00:40,7.71,,,1,72.7,,,1,-70.7,,,1,7.32,,,1,49,,,1,-70.7,,,1,12.68,,,1
09/04/2011 15:15:40,7.68,,,1,72.3,,,1,-70.7,,,1,7.32,,,1,50,,,1,-70.7,,,1,12.66,,,1
09/04/2011 15:30:40,7.71,,,1,72.5,,,1,-69.5,,,1,7.3,,,1,50,,,1,-69.5,,,1,12.61,,,1
09/04/2011 15:45:40,7.65,,,1,72,,,1,-70.9,,,1,7.32,,,1,50,,,1,-70.9,,,1,12.63,,,1
09/04/2011 16:00:40,7.64,,,1,71.9,,,1,-71.8,,,1,7.34,,,1,50,,,1,-71.8,,,1,12.67,,,1
09/04/2011 16:15:40,7.64,,,1,72,,,1,-69.8,,,1,7.3,,,1,50,,,1,-69.8,,,1,12.7,,,1
09/04/2011 16:30:40,7.58,,,1,71.5,,,1,-71,,,1,7.33,,,1,50,,,1,-71,,,1,12.7,,,1
09/04/2011 16:45:40,7.58,,,1,71.4,,,1,-70.9,,,1,7.33,,,1,50,,,1,-70.9,,,1,12.69,,,1
09/04/2011 17:00:40,7.66,,,1,72.2,,,1,-70.8,,,1,7.32,,,1,50,,,1,-70.8,,,1,12.68,,,1
09/04/2011 17:15:40,7.65,,,1,72,,,1,-70.4,,,1,7.31,,,1,50,,,1,-70.4,,,1,12.63,,,1
09/04/2011 17:30:40,7.52,,,1,70.6,,,1,-69.6,,,1,7.3,,,1,50,,,1,-69.6,,,1,12.48,,,1
09/04/2011 17:45:40,7.49,,,1,69.8,,,1,-66.8,,,1,7.25,,,1,50,,,1,-66.8,,,1,12.15,,,1
09/04/2011 18:00:40,7.42,,,1,68.7,,,1,-66,,,1,7.23,,,1,49,,,1,-66,,,1,11.89,,,1
09/04/2011 18:15:40,7.54,,,1,69.5,,,1,-64.8,,,1,7.21,,,1,49,,,1,-64.8,,,1,11.65,,,1
09/04/2011 18:30:40,7.53,,,1,69,,,1,-64.5,,,1,7.2,,,1,49,,,1,-64.5,,,1,11.43,,,1
